Student Name,Student Number,Course Name,Module enrolled in,Module completed,Grade,Module to repeat,
Sofia Rocha,S734,Physical Education,Exercise Physiology,,37,Exercise Physiology,
Paulina Francis,S736,Neurobiology,Cellular Neurobiology,,28,Cellular Neurobiology,
Paulina Francis,S736,Neurobiology,Neuronal Signaling,Neuronal Signaling,53,,
Paulina Francis,S736,Neurobiology,Neuroplasticity,,18,Neuroplasticity,
Kareem Key,S737,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,58,,
Kareem Key,S737,Neurobiology,Neuronal Signaling,Neuronal Signaling,83,,
Kareem Key,S737,Neurobiology,Neuroplasticity,,24,Neuroplasticity,
Laurel Knox,S738,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,60,,
Laurel Knox,S738,Neurobiology,Neuronal Signaling,Neuronal Signaling,84,,
Laurel Knox,S738,Neurobiology,Neuroplasticity,Neuroplasticity,97,,
Kale Fisher,S739,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,92,,
Kale Fisher,S739,Neurobiology,Neuronal Signaling,,28,Neuronal Signaling,
Kale Fisher,S739,Neurobiology,Neuroplasticity,,10,Neuroplasticity,
Urijah Payne,S740,Neurobiology,Cellular Neurobiology,,21,Cellular Neurobiology,
Urijah Payne,S740,Neurobiology,Neuronal Signaling,,12,Neuronal Signaling,
Urijah Payne,S740,Neurobiology,Neuroplasticity,Neuroplasticity,76,,
Saniya Baldwin,S741,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,59,,
Saniya Baldwin,S741,Neurobiology,Neuronal Signaling,,25,Neuronal Signaling,
Saniya Baldwin,S741,Neurobiology,Neuroplasticity,,39,Neuroplasticity,
Braydon Vaughn,S742,Neurobiology,Cellular Neurobiology,,12,Cellular Neurobiology,
Braydon Vaughn,S742,Neurobiology,Neuronal Signaling,Neuronal Signaling,71,,
Braydon Vaughn,S742,Neurobiology,Neuroplasticity,Neuroplasticity,90,,
Samson Larsen,S743,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,76,,
Samson Larsen,S743,Neurobiology,Neuronal Signaling,Neuronal Signaling,47,,
Samson Larsen,S743,Neurobiology,Neuroplasticity,Neuroplasticity,46,,
Ashleigh Escobar,S744,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,73,,
Ashleigh Escobar,S744,Neurobiology,Neuronal Signaling,Neuronal Signaling,67,,
Ashleigh Escobar,S744,Neurobiology,Neuroplasticity,Neuroplasticity,98,,
Sylas Boyle,S745,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,63,,
Sylas Boyle,S745,Neurobiology,Neuronal Signaling,Neuronal Signaling,79,,
Sylas Boyle,S745,Neurobiology,Neuroplasticity,,27,Neuroplasticity,
Araceli Foley,S746,Neurobiology,Cellular Neurobiology,Cellular Neurobiology,61,,
Araceli Foley,S746,Neurobiology,Neuronal Signaling,Neuronal Signaling,52,,
Araceli Foley,S746,Neurobiology,Neuroplasticity,,16,Neuroplasticity,
Cameron Gibson,S747,Neurobiology,Cellular Neurobiology,,14,Cellular Neurobiology,
Cameron Gibson,S747,Neurobiology,Neuronal Signaling,,29,Neuronal Signaling,
Cameron Gibson,S747,Neurobiology,Neuroplasticity,,25,Neuroplasticity,
Alfonso Marks,S749,Social Work,Introduction to Social Work,Introduction to Social Work,66,,
Alfonso Marks,S749,Social Work,Social Welfare Policy,,22,Social Welfare Policy,
Alfonso Marks,S749,Social Work,Human Behavior and the Social Environment,,5,Human Behavior and the Social Environment,
Amiah Mcclain,S750,Social Work,Introduction to Social Work,Introduction to Social Work,41,,
Amiah Mcclain,S750,Social Work,Social Welfare Policy,,40,Social Welfare Policy,
Amiah Mcclain,S750,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,72,,
Julien Garner,S751,Social Work,Introduction to Social Work,Introduction to Social Work,52,,
Julien Garner,S751,Social Work,Social Welfare Policy,Social Welfare Policy,43,,
Julien Garner,S751,Social Work,Human Behavior and the Social Environment,,5,Human Behavior and the Social Environment,
Devin Bass,S752,Social Work,Introduction to Social Work,Introduction to Social Work,53,,
Devin Bass,S752,Social Work,Social Welfare Policy,,39,Social Welfare Policy,
Devin Bass,S752,Social Work,Human Behavior and the Social Environment,,38,Human Behavior and the Social Environment,
Damarion Trujillo,S753,Social Work,Introduction to Social Work,,29,Introduction to Social Work,
Damarion Trujillo,S753,Social Work,Social Welfare Policy,Social Welfare Policy,64,,
Damarion Trujillo,S753,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,92,,
Emilee Patel,S754,Social Work,Introduction to Social Work,Introduction to Social Work,99,,
Emilee Patel,S754,Social Work,Social Welfare Policy,,40,Social Welfare Policy,
Emilee Patel,S754,Social Work,Human Behavior and the Social Environment,,19,Human Behavior and the Social Environment,
Anabelle Ramsey,S755,Social Work,Introduction to Social Work,,31,Introduction to Social Work,
Anabelle Ramsey,S755,Social Work,Social Welfare Policy,Social Welfare Policy,47,,
Anabelle Ramsey,S755,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,55,,
Kelsey Leon,S756,Social Work,Introduction to Social Work,,34,Introduction to Social Work,
Kelsey Leon,S756,Social Work,Social Welfare Policy,,2,Social Welfare Policy,
Kelsey Leon,S756,Social Work,Human Behavior and the Social Environment,Human Behavior and the Social Environment,67,,
Leonard Duran,S758,Theoretical Physics,Introduction to Theoretical Physics,,35,Introduction to Theoretical Physics,
Leonard Duran,S758,Theoretical Physics,Quantum Field Theory,Quantum Field Theory,83,,
Leonard Duran,S758,Theoretical Physics,Cosmology,Cosmology,86,,
Nylah Salazar,S759,Theoretical Physics,Introduction to Theoretical Physics,Introduction to Theoretical Physics,86,,
Nylah Salazar,S759,Theoretical Physics,Quantum Field Theory,,11,Quantum Field Theory,
Nylah Salazar,S759,Theoretical Physics,Cosmology,Cosmology,70,,
Taniyah Bass,S760,Theoretical Physics,Introduction to Theoretical Physics,Introduction to Theoretical Physics,98,,
Taniyah Bass,S760,Theoretical Physics,Quantum Field Theory,Quantum Field Theory,49,,
Taniyah Bass,S760,Theoretical Physics,Cosmology,Cosmology,50,,
Yadira Estes,S761,Theoretical Physics,Introduction to Theoretical Physics,,20,Introduction to Theoretical Physics,
Yadira Estes,S761,Theoretical Physics,Quantum Field Theory,Quantum Field Theory,61,,
Yadira Estes,S761,Theoretical Physics,Cosmology,,30,Cosmology,
Nyasia Hess,S763,Visual Arts,Art Fundamentals,,34,Art Fundamentals,
Nyasia Hess,S763,Visual Arts,Drawing Techniques,,36,Drawing Techniques,
Nyasia Hess,S763,Visual Arts,Painting Styles,Painting Styles,86,,
Madalynn Moses,S764,Visual Arts,Art Fundamentals,,21,Art Fundamentals,
Madalynn Moses,S764,Visual Arts,Drawing Techniques,Drawing Techniques,54,,
Madalynn Moses,S764,Visual Arts,Painting Styles,Painting Styles,94,,
Nehemiah Burnett,S765,Visual Arts,Art Fundamentals,Art Fundamentals,55,,
Nehemiah Burnett,S765,Visual Arts,Drawing Techniques,Drawing Techniques,62,,
Nehemiah Burnett,S765,Visual Arts,Painting Styles,,23,Painting Styles,
Anabella Booth,S766,Visual Arts,Art Fundamentals,,22,Art Fundamentals,
Anabella Booth,S766,Visual Arts,Drawing Techniques,,10,Drawing Techniques,
Anabella Booth,S766,Visual Arts,Painting Styles,,7,Painting Styles,
King Alvarado,S767,Visual Arts,Art Fundamentals,Art Fundamentals,98,,
King Alvarado,S767,Visual Arts,Drawing Techniques,,32,Drawing Techniques,
King Alvarado,S767,Visual Arts,Painting Styles,Painting Styles,81,,
Salvatore Pitts,S768,Visual Arts,Art Fundamentals,Art Fundamentals,43,,
Salvatore Pitts,S768,Visual Arts,Drawing Techniques,Drawing Techniques,92,,
Salvatore Pitts,S768,Visual Arts,Painting Styles,Painting Styles,41,,
Giovanni Mcdonald,S769,Visual Arts,Art Fundamentals,Art Fundamentals,60,,
Giovanni Mcdonald,S769,Visual Arts,Drawing Techniques,,16,Drawing Techniques,
Giovanni Mcdonald,S769,Visual Arts,Painting Styles,Painting Styles,71,,
Milan Stout,S770,Visual Arts,Art Fundamentals,Art Fundamentals,97,,
Milan Stout,S770,Visual Arts,Drawing Techniques,Drawing Techniques,48,,
Milan Stout,S770,Visual Arts,Painting Styles,,37,Painting Styles,
Kelsey Richardson,S771,Visual Arts,Art Fundamentals,Art Fundamentals,71,,
Kelsey Richardson,S771,Visual Arts,Drawing Techniques,Drawing Techniques,51,,
Kelsey Richardson,S771,Visual Arts,Painting Styles,Painting Styles,47,,
Conner Bryan,S772,Visual Arts,Art Fundamentals,Art Fundamentals,98,,
Conner Bryan,S772,Visual Arts,Drawing Techniques,,40,Drawing Techniques,
Conner Bryan,S772,Visual Arts,Painting Styles,,31,Painting Styles,
Dario Marshall,S774,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,52,,
Dario Marshall,S774,Entrepreneurship,Business Planning,Business Planning,88,,
Dario Marshall,S774,Entrepreneurship,Marketing Strategies,Marketing Strategies,57,,
Isabella Oconnell,S775,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,89,,
Isabella Oconnell,S775,Entrepreneurship,Business Planning,Business Planning,83,,
Isabella Oconnell,S775,Entrepreneurship,Marketing Strategies,Marketing Strategies,56,,
Juan Heath,S776,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,47,,
Juan Heath,S776,Entrepreneurship,Business Planning,Business Planning,66,,
Juan Heath,S776,Entrepreneurship,Marketing Strategies,Marketing Strategies,83,,
Delaney Garcia,S777,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,65,,
Delaney Garcia,S777,Entrepreneurship,Business Planning,,7,Business Planning,
Delaney Garcia,S777,Entrepreneurship,Marketing Strategies,,9,Marketing Strategies,
Kaitlynn Leon,S778,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,99,,
Kaitlynn Leon,S778,Entrepreneurship,Business Planning,Business Planning,84,,
Kaitlynn Leon,S778,Entrepreneurship,Marketing Strategies,,11,Marketing Strategies,
Ryan Lin,S779,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,48,,
Ryan Lin,S779,Entrepreneurship,Business Planning,,24,Business Planning,
Ryan Lin,S779,Entrepreneurship,Marketing Strategies,Marketing Strategies,62,,
Rowen Mccormick,S780,Entrepreneurship,Introduction to Entrepreneurship,,4,Introduction to Entrepreneurship,
Rowen Mccormick,S780,Entrepreneurship,Business Planning,Business Planning,84,,
Rowen Mccormick,S780,Entrepreneurship,Marketing Strategies,Marketing Strategies,56,,
Simeon Chen,S781,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,42,,
Simeon Chen,S781,Entrepreneurship,Business Planning,Business Planning,67,,
Simeon Chen,S781,Entrepreneurship,Marketing Strategies,,12,Marketing Strategies,
Emilie Cuevas,S782,Entrepreneurship,Introduction to Entrepreneurship,Introduction to Entrepreneurship,63,,
Emilie Cuevas,S782,Entrepreneurship,Business Planning,,0,Business Planning,
Emilie Cuevas,S782,Entrepreneurship,Marketing Strategies,,1,Marketing Strategies,
Julianna Ayala,S783,Entrepreneurship,Introduction to Entrepreneurship,,8,Introduction to Entrepreneurship,
Julianna Ayala,S783,Entrepreneurship,Business Planning,,6,Business Planning,
Julianna Ayala,S783,Entrepreneurship,Marketing Strategies,,9,Marketing Strategies,
Santana Pace,S785,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,45,,
Santana Pace,S785,Earth Sciences,Geology,,36,Geology,
Santana Pace,S785,Earth Sciences,Meteorology,Meteorology,43,,
Paola Oconnell,S786,Earth Sciences,Introduction to Earth Sciences,,20,Introduction to Earth Sciences,
Paola Oconnell,S786,Earth Sciences,Geology,,37,Geology,
Paola Oconnell,S786,Earth Sciences,Meteorology,Meteorology,99,,
Allie Gay,S787,Earth Sciences,Introduction to Earth Sciences,,19,Introduction to Earth Sciences,
Allie Gay,S787,Earth Sciences,Geology,Geology,50,,
Allie Gay,S787,Earth Sciences,Meteorology,Meteorology,64,,
Giancarlo Mclean,S788,Earth Sciences,Introduction to Earth Sciences,,35,Introduction to Earth Sciences,
Giancarlo Mclean,S788,Earth Sciences,Geology,Geology,69,,
Giancarlo Mclean,S788,Earth Sciences,Meteorology,,1,Meteorology,
Brendon Middleton,S789,Earth Sciences,Introduction to Earth Sciences,,24,Introduction to Earth Sciences,
Brendon Middleton,S789,Earth Sciences,Geology,Geology,83,,
Brendon Middleton,S789,Earth Sciences,Meteorology,,9,Meteorology,
Jewel Black,S790,Earth Sciences,Introduction to Earth Sciences,Introduction to Earth Sciences,97,,
Jewel Black,S790,Earth Sciences,Geology,Geology,75,,
Jewel Black,S790,Earth Sciences,Meteorology,,38,Meteorology,
Giovanna Poole,S791,Earth Sciences,Introduction to Earth Sciences,,11,Introduction to Earth Sciences,
Giovanna Poole,S791,Earth Sciences,Geology,,37,Geology,
Giovanna Poole,S791,Earth Sciences,Meteorology,,40,Meteorology,
Chace Wiggins,S793,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,93,,
Chace Wiggins,S793,Anthropological Linguistics,Language Typology,Language Typology,54,,
Chace Wiggins,S793,Anthropological Linguistics,Sociolinguistics,,11,Sociolinguistics,
Lawrence Villegas,S794,Anthropological Linguistics,Linguistic Anthropology II,,11,Linguistic Anthropology II,
Lawrence Villegas,S794,Anthropological Linguistics,Language Typology,,3,Language Typology,
Lawrence Villegas,S794,Anthropological Linguistics,Sociolinguistics,,6,Sociolinguistics,
Caitlin Moss,S795,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,59,,
Caitlin Moss,S795,Anthropological Linguistics,Language Typology,,4,Language Typology,
Caitlin Moss,S795,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,79,,
Amare Stark,S796,Anthropological Linguistics,Linguistic Anthropology II,,20,Linguistic Anthropology II,
Amare Stark,S796,Anthropological Linguistics,Language Typology,,27,Language Typology,
Amare Stark,S796,Anthropological Linguistics,Sociolinguistics,,37,Sociolinguistics,
Carolina Hogan,S797,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,89,,
Carolina Hogan,S797,Anthropological Linguistics,Language Typology,Language Typology,73,,
Carolina Hogan,S797,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,41,,
Kamden Winters,S798,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,81,,
Kamden Winters,S798,Anthropological Linguistics,Language Typology,Language Typology,81,,
Kamden Winters,S798,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,86,,
Cristina Kerr,S799,Anthropological Linguistics,Linguistic Anthropology II,,19,Linguistic Anthropology II,
Cristina Kerr,S799,Anthropological Linguistics,Language Typology,Language Typology,77,,
Cristina Kerr,S799,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,97,,
Patricia Carson,S800,Anthropological Linguistics,Linguistic Anthropology II,Linguistic Anthropology II,91,,
Patricia Carson,S800,Anthropological Linguistics,Language Typology,Language Typology,96,,
Patricia Carson,S800,Anthropological Linguistics,Sociolinguistics,Sociolinguistics,83,,
Maliah Skinner,S802,Public Policy,Public Policy Analysis II,,37,Public Policy Analysis II,
Maliah Skinner,S802,Public Policy,Policy Implementation II,Policy Implementation II,55,,
Maliah Skinner,S802,Public Policy,Policy Evaluation II,Policy Evaluation II,82,,
Riley Kim,S803,Public Policy,Public Policy Analysis II,Public Policy Analysis II,65,,
Riley Kim,S803,Public Policy,Policy Implementation II,Policy Implementation II,95,,
Riley Kim,S803,Public Policy,Policy Evaluation II,Policy Evaluation II,68,,
Stefan Parker,S804,Public Policy,Public Policy Analysis II,,20,Public Policy Analysis II,
Stefan Parker,S804,Public Policy,Policy Implementation II,Policy Implementation II,87,,
Stefan Parker,S804,Public Policy,Policy Evaluation II,Policy Evaluation II,91,,
Emiliano Gay,S805,Public Policy,Public Policy Analysis II,,14,Public Policy Analysis II,
Emiliano Gay,S805,Public Policy,Policy Implementation II,Policy Implementation II,51,,
Emiliano Gay,S805,Public Policy,Policy Evaluation II,,40,Policy Evaluation II,
Avery Wheeler,S806,Public Policy,Public Policy Analysis II,,38,Public Policy Analysis II,
